dataset_id;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Created;Issued;Creator;Contributor;Contact name;Contact email;Accrual periodicity;Spatial;Temporal;Granularity;Data quality;Publisher type;Cycle de publication;Périodicité de mise à jour;Number of records;Published;Statut de publication
journees-absence-agents;False;Nombre de journées d’absence des agents SNCF;"Nombre de journées d’absence des agents SNCF depuis 2010.  Ces données intègrent toutes les absences de courte et longue durée, y compris celles ayant débuté au cours de l’exercice précédent pour la part se prolongeant sur l’exercice en cours. Ces données ne comptabilisent pas les congés annuels et congés de fin de carrière. 
""Collège"" : classification selon les collèges de représentation du personnel, à savoir “exécution”, “maîtrise” et “cadre”.Le personnel roulant comprend les agents de conduite (« exécution roulants conduite ») et les chefs de bord (“exécution roulants trains »). Ces données sont issues du Bilan social publié chaque année par la Direction cohésion & ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.  

  A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).";Social et ressources humaines;Social,Ressources humaines,Emploi,Direction Cohésion;Open Database License (ODbL);fr;;2023-01-03;2023-01-03;2023-01-03;SNCF;;;;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;Annuelle;540;True;En retard
nombre-de-materiels-roulants-sncf-voyageurs-exploitables-par-serie-activite;True;Nombre de matériels roulants voyageurs SNCF exploitables par série et transporteur;Ce jeu de données affiche le nombre de matériels roulants SNCF Voyageurs exploitables par série et par activité.  Situation du Matériel = ExploitableLibellé ECM (En Charge de la Maintenance) = SNCF MobilitéLibellé Détenteur = SNCF MobilitéLibellé Exploitant = TER, Intercités, Transilien, Voyages SNCFLes matériels roulants des filiales (Thalys, etc.) sont hors périmètre. Pour le cas de la série V2N, chaque caisse correspond à un matériel roulant.;matériel roulant;Matériel roulant;Open Database License (ODbL);;;2020-01-29;2021-12-21;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;;100;True;
nombre-de-suicides-dont-le-caractere-professionnel-a-ete-reconnu-par-la-cprpsncf;False;Nombre de suicides dont le caractère professionnel a été reconnu par la CPRPSNCF;Ce jeu de données répertorie le nombre de  suicides reconnus chaque année comme accident du travail par la Caisse de prévoyance et de retraite du personnel SNCF par application des règles du code de la sécurité sociale.  Source : CPRPSNCF/Mai 2019;Social et ressources humaines;Suicides,accident du travail,Santé,Ressources Humaines Ferroviaire,Qualité sociale;Open Database License (ODbL);fr;;2020-09-07;2020-09-07;2021-12-01;SNCF;;;;;;;;;Annuelle;;;Année;;;;Annuelle;13;True;En retard
nuage-points-3d;False;Nuage de points 3D des infrastructures ferroviaires;Échantillon d'environ 2km de données LiDAR ferroportées en RGF93-CC44 / NGF-IGN69.   Les données au format compressé LAZ peuvent être converties en LAS via l'outil http://www.laszip.org/ et lues via la bibliothèque http://www.liblas.org/  Pour plus d'informations, contacter l'équipe en charge des données 3D d'infrastrutures chez SNCF Réseau.;Réseau;Réseau,Infrastructure,3D,Lidar,Données Topographiques;Open Database License (ODbL);fr;;2017-04-01;2017-04-01;2020-09-30;SNCF Réseau;;;;;;;;;;;;;;;;;16;True;
objets-trouves-restitution;False;Objets trouvés;La gestion des objets trouvés dans les trains et les gares est un service prioritaire rendu aux clients par SNCF Gares & Connexions.  Une application permet de mettre en relation des objets trouvés et des déclarations de perte faites par les clients via le web (gares-sncf.com), par téléphone ou en gare.  Ce jeu de données représente l'intégralité des objets trouvés dans les gares ou les trains et déclarés dans l'application, ainsi que leur date de restitution lorsque l'objet a été rendu à son propriétaire.  Le taux de restitution se calcule en divisant le nombre d'objets restitués par le nombre d'objets trouvés.  Vous avez perdu un objet ? Nous mettons tout en œuvre pour enregistrer chaque objet collecté dans les trains ou les gares et vous contacter lorsque l’on identifie qu’il s’agit de votre objet. Pour cela, il faut absolument remplir une déclaration de perte disponible ici : https://www.gares-sncf.com/fr/mon-compte?orig=declaration-perte afin que nous ayons le descriptif précis de votre objet et vos coordonnées.;Gares,Services voyageurs;Objets trouvés,Gare de voyageurs,Services en gare;Open Database License (ODbL);fr;;2024-08-02;2024-08-02;2024-08-02;Gares & Connexions;;;2015-05-29;2015-05-29;Gares & Connexions;;;;3 fois par jour;;;Gares SNCF;;;;Quotidienne;892457;True;
operateurs-reseau-ferre-national;True;Opérateurs sur le réseau ferré national;Liste des opérateurs fret et voyageurs facturés par SNCF Réseau pour l’horaire de service 2020.  Cette liste inclut : les entreprises ferroviaires, les candidats autorisés, les gestionnaires d’infrastructure ou d’Autorité organisatrice des transports.;Réseau;SNCF RESEAU,clients,usage du réseau,opérateur ferroviaire,Fret,Voyageur;Open Database License (ODbL);fr;;2022-03-23;2021-03-02;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;;49;True;
origine-mediateur-sncf;False;Origine des saisines du Médiateur SNCF;Ces données sont issues des rapports annuels du Médiateur SNCF. La Médiation SNCF permet aux voyageurs de demander un deuxième avis sur leurs réclamations. Elle constitue un mode de règlement simple et gratuit des litiges entre SNCF et ses clients.;Informations Institutionnelles;Médiateur,Litiges;Open Database License (ODbL);fr;;2023-07-04;2023-07-04;2023-07-04;SNCF;;;;;;;;;Annuelle;;Depuis 1994;;;;;Annuelle;29;True;En retard
paniers-fraicheurs-transilien-old;False;Paniers fraîcheur dans les gares du réseau Transilien;"Distribution de ""paniers fraîcheurs"" dans les gares du réseau Transilien. Dans les gares disposant du service, des maraîchers locaux vendent leurs produits une ou plusieurs fois par semaine à horaires fixes. Ces horaires sont fournis à titre d’information. La présence des maraîchers reste soumise à certains aléas tels qu’une variation saisonnière.  Explication des libellés utilisés : 
Nom_gare : Nom de la gareCode UIC: Code d'identification unique permettant l’identification de la gareService : précise le service proposé.

Paniers Fraîcheurs  : Panier garnis de productions locales de fruits et légumes et autres produits complémentaires (œuf, miel, lait)Services Fraicheurs : Vente au détail  de fruits, légumes et de fleursJour_de_présence : Jour de la semaine où le service est proposéHoraire_de présence : Horaire relatif au jour pendant lequel le service est proposé";Services voyageurs;Île-de-France,Gare de voyageurs,Transilien;Open Database License (ODbL);fr;;2024-01-10;2024-01-10;2024-01-10;SNCF Voyageurs;;;;2012-07-04;;;;;Annuelle;;;Gare Transilien (Ile-de-France);;;;;0;True;
paniers-fraicheur;False;Paniers Fraîcheur en gares d'Ile-de-France;Dans les gares disposant du service, des maraîchers locaux vendent leurs produits une ou plusieurs fois par semaine à horaires fixes. Ces horaires sont fournis à titre d’information. La présence des maraîchers reste soumise à certains aléas tels qu’une variation saisonnière. Explication des libellés utilisés : UIC : identifiant unique de la gareGare : nom de la gareEmplacement : emplacement de distribution au sein de la gareLigne : ligne(s) transilien concernées par la gareService : précise le service proposé.Paniers Fraîcheurs  : Panier garnis de productions locales de fruits et légumes et autres produits complémentaires (œuf, miel, lait)Services Fraicheurs : Vente au détail de fruits, légumes et de fleursJour : Jour de la semaine où le service est proposéHoraire : Horaire relatif au jour pendant lequel le service est proposé;Gares,Services gare,Services voyageurs;Gare de voyageurs,Gares de voyageurs,Transilien,Île-de-France;SNCF Open Data;fr;;2023-08-28;2023-08-28;2023-08-28;Gares & Connexions;;;;;;;;;;;;;;;;;27;True;
particularite-dexploitation-des-voies;True;Particularité d'exploitation des voies;Particularité d’exploitation des voies du Réseau Ferré National.  Ce jeu de donnée indique les particularités de régime d’exploitation des voies par rapport à celui décrit sur leur ligne. Il est renseigné uniquement lorsque qu’il diffère entre la ligne et la voie, et n’est significatif que pour un régime « double voie » sur la ligne.   Cette particularité peut être : une voie banalisée (BANAL), des installations permanentes de contre sens (IPCS), une voie unique temporaire à caractère permanent (VUTP).  Ce jeu publie les données en l’état des bases au 31/12/2021.   Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).  Dans certains cas, la transformation de la localisation ferroviaire en localisation géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées.   Dernière mise à jour: 21/04/2023;Description du réseau;SNCF RESEAU,Voies,Infrastructure,Exploitation,Géolocalisation;Open Database License (ODbL);fr;Europe/Paris;2020-05-26;2023-06-28;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;2590;True;En retard
points-vente;True;Points de vente SNCF;Liste des points de vente physiques implantés dans les gares SNCF, hors équipements Transilien.  Les points de vente regroupent les guichets physiques ainsi que les automates.  Les adresses des points de vente sont indiquées dans le jeu de données.  Le mode de paiement accepté est indiqué pour chacun de ces points de vente (CB, espèces, chèque).;Services voyageurs;Points de vente;Open Database License (ODbL);;;2024-02-02;2024-02-02;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;3123;True;
presentation-reseau-transilien;True;Présentation du réseau Transilien;"Présentation du réseau Transilien. Nombre de voyageurs par jour : il s’agit du nombre de voyageurs montants dans les trains de la ligne (ou voyageurs transportés) sur un jour ouvrable. Le chiffre a été arrondi à la centaine la plus proche. Le nombre de montants pour le RER A prend en compte la partie du RER A gérée par SNCF (de Houilles – Carrières Sur Seine à Poissy et de Houilles – Carrières Sur Seine à Cergy Le Haut). Année de référence des dates de comptage des voyageurs RER A 2014 ; RER B 2014 ; RER C 2017 ; RER D 2015 ; RER E 2016 ; H 2017 ; J 2016 ; K 2017 ; L 2014 ; L Grande Ceinture Ouest 2016 ; N 2013 ; P 2015 ; R 2017 ; T4 2015 ; U 2016 ; T11 2017";Comptage et flux;Ile-de-France,Réseau,Transilien,Infrastructures;Open Database License (ODbL);;;2018-04-02;2021-12-10;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;15;True;En retard
production-immobilisee-2017-cso;True;Production immobilisée CSO de SNCF Réseau depuis 2015;Production immobilisée depuis 2015 issue du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Production immobilisée;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;4;True;En retard
provisions-risques-et-charges-2017-cco;True;Provisions risques et charges CCO  du groupe SNCF Réseau depuis 2015;Provisions risques et charges depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales);Réseau;SNCF RESEAU,Comptes Consolidés,Provisions,Risques,Charges;Open Database License (ODbL);fr;;2022-03-24;2021-06-29;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;225;True;En retard
provisions-risques-et-charges-2017-cso;True;Provisions risques et charges CSO de SNCF Réseau depuis 2015;Provisions risques et charges depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Provisions,Risques,Charges;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;300;True;En retard
rapports-securite;False;Rapports sécurité;Les rapports de sécurité proposent un panorama global sur les missions et actions de SNCF en matière de sécurité ainsi que l’information sur les enquêtes en cours.  Publié chaque année, le rapport sécurité recense les incidents, accidents et constats, actions et procédures mis en œuvre par SNCF pour faire progresser les performances de sécurité sur le réseau. Ce rapport comporte trois parties distinctes qui reflètent l’ensemble des activités de SNCF : éléments généraux transverses à l’entreprise, activités d’entreprise ferroviaire et activités de gestionnaire d’infrastructure délégué.  Nous publions également dans cette section les rapports d'enquêtes et expertises sur des événements ponctuels.;Sécurité ferroviaire;Sécurité,Incidents,SNCF,accidents;Open Database License (ODbL);fr;;2023-08-02;2023-08-02;2023-08-02;SNCF;;;;;;;;;;;;;;;;Annuelle;38;True;En retard
